rank,name,username,network_degrees,journo_followers,total_followers,location,site,page_rank,betweenness_centrality,closeness_centrality,score_1,score
200,Liam Stack,liamstack,1852,1238,52572,"New York, NY",NYTimes,0.000379509,0.000787249,0.529405125,1259.694712,793.3754287
201,Isaac Chotiner,IChotiner,1398,1346,94563,,NewYorker,0.000290202,0.000385288,0.515429437,1388.427266,792.7899223
202,Annie Lowrey,AnnieLowrey,1608,1486,102774,"San Francisco, CA",Atlantic,0.00032539,0.000440966,0.520055469,1536.907388,786.0397597
203,Anne Helen Petersen,annehelen,1564,1476,137118,An island on the coast of WA,Buzzfeed,0.000335368,0.000758192,0.520055469,1543.462056,785.1438778
204,Zolan Kanno-Youngs,KannoYoungs,1791,1234,25435,"Washington, DC",NYTimes,0.000360459,0.000666893,0.525507316,1244.462263,781.4700311
205,Fareed Zakaria,FareedZakaria,1165,1137,1031873,"New York, NY",WashingtonPost,0.000258935,0.000660926,0.5095565,1528.079867,780.8550423
206,Nellie Bowles,NellieBowles,1641,1228,59000,"California, USA",NYTimes,0.000341045,0.000685146,0.524025358,1252.150667,779.7971046
207,Jonathan Weisman,jonathanweisman,1377,1251,66153,"Washington, DC",NYTimes,0.000271858,0.000163776,0.513734188,1278.585801,779.7208245
208,Katie Benner,ktbenner,1578,1221,80129,,NYTimes,0.000321617,0.000490256,0.519879868,1253.612503,771.9007328
209,Ross Douthat,DouthatNYT,1250,1218,195325,"New Haven, CT",NYTimes,0.000268137,0.000652112,0.510739718,1297.30195,770.7987652
210,Byron Tau,ByronTau,1727,1326,54099,"Washington, D.C.",WallStJournal,0.000339433,0.000309634,0.522729146,1349.911758,769.3273874
211,James Poniewozik,poniewozik,1275,1229,104327,Brooklyn,NYTimes,0.000272332,0.000428168,0.511588244,1271.739294,767.6092946
212,Liz Sly,LizSly,1335,1273,135129,"Beirut, Iraq, Syria if only",WashingtonPost,0.000284089,0.000494771,0.512196062,1330.339739,766.7167084
213,Wesley Morris,Wesley_Morris,1343,1222,97415,"Brooklyn, NY USA",NYTimes,0.000290253,0.000611891,0.513293782,1261.680377,764.9146163
214,Sahil Kapur,sahilkapur,1479,1432,197204,"Washington, D.C.",NBC,0.000294514,0.000243742,0.5163431,1526.132043,763.7055346
215,Lawrence O'Donnell,Lawrence,1107,1014,2871090,"New York, NY",MSNBC,0.000244048,0.000389723,0.508762724,1984.42842,762.7443053
216,Clara Jeffery,ClaraJeffery,1578,1428,140575,"ÃT: 37.770364,-122.410351",MotherJones,0.000325838,0.000486776,0.521691734,1494.9137,762.4299582
217,Mara Gay,MaraGay,1502,1199,134530,,NYTimes,0.000306406,0.000443662,0.518155266,1252.767157,762.2376379
218,Jennifer Epstein,jeneps,1486,1367,151938,,Bloomberg,0.000297509,0.000276774,0.517334495,1436.233082,761.3598147
219,Anne-Marie Slaughter,SlaughterAM,1411,1194,160073,"Princeton, DC, New York",NYTimes,0.000300467,0.000702136,0.51639258,1257.709054,759.6266183
220,Bradd Jaffy,BraddJaffy,1579,1401,221891,New York,NBC,0.000326486,0.000513117,0.522450411,1504.623097,759.0219906
221,Mark Mazzetti,MarkMazzettiNYT,1264,1223,68417,"Washington, DC",NYTimes,0.000253321,0.000166144,0.509628785,1250.89133,756.4597397
222,Jessica Huseman,JessicaHuseman,1459,1445,102312,Texas,CNN,0.000296372,0.000368089,0.513709701,1494.28028,754.9683969
223,Julie Pace,JuliePace,1483,1431,93246,,ap,0.000302197,0.000436429,0.516912688,1475.478342,751.1977662
224,Patrick Radden Keefe,praddenkeefe,1386,1279,65065,1 World Trade Ctr 23rd Fl. NYC,NewYorker,0.000291811,0.000513082,0.515700729,1306.739378,750.0755714
225,Kristen Welker,kwelkernbc,1596,1339,427133,"Washington, D.C.",NBC,0.000328226,0.000473224,0.522501068,1529.643696,749.4346973
226,Reid Epstein,reidepstein,1623,1190,40885,PIA - ATL - MKE - NYC - DC,NYTimes,0.000321546,0.000302114,0.520960438,1206.217717,749.0007787
227,Nicolle Wallace,NicolleDWallace,1373,1204,1229402,,MSNBC,0.000287576,0.000387828,0.515503398,1697.400003,747.8407802
228,Laurence H. Tribe,tribelaw,1243,1207,1239135,,NBC,0.00026914,0.000506632,0.51265897,1705.545315,746.5712406
229,Tim Mak,timkmak,1614,1405,90212,"Washington, DC",NPR,0.000325428,0.000425699,0.5207339,1447.249287,742.6314474
230,Van Jones,VanJones68,1417,1202,1045032,United States,CNN,0.000325123,0.001652212,0.52116197,1620.709488,735.5444188
231,Jeremy W. Peters,jwpetersNYT,1365,1179,63655,"New York, NY",NYTimes,0.000272949,0.00021959,0.514347119,1204.016415,735.4185766
232,Hadas Gold,Hadas_Gold,1578,1392,74360,,CNN,0.000318178,0.000332071,0.520960438,1426.50304,734.1642891
233,Michelle Goldberg,michelleinbklyn,1772,1132,134430,,NYTimes,0.000359604,0.000521865,0.526354246,1182.72492,731.019174
234,Caity Weaver,caityweaver,1198,1181,72808,New York Times,NYTimes,0.000258848,0.000452646,0.507923537,1209.662083,728.5641245
235,Elaina Plott,elainaplott,1263,1170,79024,"Washington, DC",NYTimes,0.000252942,0.000183684,0.511054556,1200.81936,726.9708212
236,Michael Slackman,meslackman,1510,1163,24654,New York City,NYTimes,0.000310388,0.00040302,0.518579105,1172.557534,726.7028014
237,Sam Sanders,samsanders,1535,1360,189408,In your earbuds,NPR,0.000320189,0.000640439,0.516912688,1445.86496,725.1935993
238,James Hohmann,jameshohmann,1576,1201,70191,The 202,WashingtonPost,0.000310949,0.000240954,0.518130356,1229.099797,723.9873719
239,Jeffrey Toobin,JeffreyToobin,1457,1336,263092,"New York, NY",CNN,0.00030287,0.000473007,0.518803771,1453.163637,723.5143065
240,Jonathan Karl,jonkarl,1406,1331,317867,"Washington, DC",ABC,0.000286554,0.000276918,0.515478742,1472.026992,722.4504139
241,Tim Alberta,TimAlberta,1441,1362,157189,"Michigan, USA",Politico,0.000291098,0.000275189,0.516788757,1433.363806,722.3062933
242,Carole Cadwalladr,carolecadwalla,1601,1250,607313,,Guardian,0.00040072,0.002661114,0.523847066,1503.047083,721.0878186
243,John Hudson,John_Hudson,1529,1191,76210,"Washington, D.C.",WashingtonPost,0.000307617,0.000332246,0.518429436,1221.25537,719.0859098
244,Mary Louise Kelly,NPRKelly,1434,1335,258605,"Washington, DC",NPR,0.000295189,0.000486429,0.515898211,1450.079225,718.4086948
245,Ben Shapiro,benshapiro,891,879,3756484,,PJMedia,0.000242022,0.001613192,0.502477017,1979.649812,718.2029151
246,Olivier Knox,OKnox,1418,1198,71935,"Washington, DC",WashingtonPost,0.000281564,0.000226113,0.51471558,1226.726043,717.6254562
247,John Burn-Murdoch,jburnmurdoch,1470,1287,439940,Doncaster â¡ï¸ London,FinancialTimes,0.00036053,0.00246156,0.519128632,1475.73426,717.1072285
248,Dan Diamond,ddiamond,1427,1343,162427,"Washington, D.C.",Politico,0.000288149,0.000318129,0.51651632,1415.713154,712.460183
249,Bari Weiss,bariweiss,1489,1277,416517,,substack,0.000329648,0.001343643,0.521111572,1454.297403,711.6553416
250,Michelle Ye Hee Lee,myhlee,1333,1196,61273,Tokyo,WashingtonPost,0.000270524,0.00031625,0.512147383,1220.427503,711.6010375
251,Azmat Khan,AzmatZahra,1460,1137,80410,,NYTimes,0.000303756,0.00054888,0.514519002,1167.47539,711.4178267
252,Dean Baquet,deanbaquet,1172,1160,30799,new york city,NYTimes,0.000242911,0.000259627,0.508186983,1171.908947,711.0274633
253,Ryan Teague Beckwith,ryanbeckwith,1317,1316,34849,"Washington, D.C.",Bloomberg,0.000272665,0.000696415,0.511272748,1331.287095,710.5800175
254,Benjy Sarlin,BenjySarlin,1573,1339,122221,"Washington, DC",NBC,0.000312339,0.000250597,0.519930027,1393.551306,710.3677372
255,Carlos Lozada,CarlosLozadaWP,1251,1204,43935,,WashingtonPost,0.00025283,0.000233754,0.509075128,1221.63258,710.0267993
256,Edward Wong,ewong,1344,1129,129221,"Washington, DC",NYTimes,0.00027715,0.000313944,0.512512698,1177.63017,709.3063509
257,Thomas L. Friedman,tomfriedman,1014,1010,934262,"New York, NY",NYTimes,0.000229806,0.000636377,0.505398806,1324.534873,707.9226825
258,Carol Leonnig,CarolLeonnig,1466,1327,169422,"Washington, DC",MSNBC,0.000289669,0.000183982,0.515355498,1401.940998,703.1873735
259,Emily Bazelon,emilybazelon,1220,1133,98243,"New Haven, CT",NYTimes,0.000250656,0.000224419,0.507947475,1170.103106,701.9132445
260,Bret Baier,BretBaier,1651,1093,1358767,"Washington, DC",fox,0.000358749,0.001370768,0.523160504,1588.04411,701.308194
261,Michael Hudson,michaelwhudson,1716,1337,28151,Brooklyn NY,Jacobin,0.000370919,0.00166364,0.521313221,1349.545962,700.2659645
262,Matt Fuller,MEPFuller,1574,1293,243222,"Washington, D.C.",DailyBeast,0.000319853,0.000505165,0.520180971,1397.828682,699.8589383
263,Brandy Zadrozny,BrandyZadrozny,1622,1309,125242,NYC,NBC,0.000333395,0.000523035,0.522197274,1363.647259,697.8245566
264,Paul Kane,pkcapitol,1203,1181,91205,"Capitol Hill, DC",WashingtonPost,0.000238226,0.000122934,0.505873247,1216.904368,697.4955096
265,Justin Wolfers,JustinWolfers,1169,1103,208253,"Ann Arbor, MI",NYTimes,0.000249583,0.000427679,0.508186983,1179.567686,695.9827116
266,Kashmir Hill,kashhill,1170,1092,268843,,NYTimes,0.000245655,0.000297182,0.507325811,1189.858852,694.5875356
267,Irin Carmon,irin,1363,1332,83411,NYC,NYMag,0.000278948,0.000289349,0.512317799,1369.034484,691.8940209
268,Elizabeth Bruenig,ebruenig,1595,1279,215052,,Jacobin,0.000334142,0.000845501,0.52146456,1370.683836,690.8581078
269,Ali Velshi,AliVelshi,1702,1184,651873,New York/Philly/The World,NBC,0.000363578,0.001070248,0.526045955,1441.272544,690.5070013
270,Ben White,morningmoneyben,1566,1302,117659,NYC,Mic,0.000317033,0.000448147,0.519654269,1353.064006,689.8576726
271,Frank Bruni,FrankBruni,1126,1067,357516,"Chapel Hill, NC",NYTimes,0.000246119,0.000549929,0.507923537,1194.156524,689.0967716
272,Dave Jorgenson,davejorgenson,1418,1140,99802,"Washington, D.C.",WashingtonPost,0.000300318,0.000774114,0.516739202,1177.92476,688.7134897
273,Sam Dolnick,samdolnick,1410,1111,18564,,NYTimes,0.000286039,0.000254147,0.514789336,1117.874868,688.440608
274,Katie Glueck,katieglueck,1667,1091,31793,"New York, NY",NYTimes,0.000329215,0.000307295,0.521439331,1102.562054,686.2857181
275,Symone D. Sanders,SymoneDSanders,1583,1221,439571,"Washington, D.C.",MSNBC,0.00032947,0.000643527,0.522171974,1399.905397,684.2816724
276,Ryan Mac,RMac18,1407,1090,66805,LA,NYTimes,0.000299742,0.000638099,0.516714428,1114.272483,683.3876372
277,David Beard,dabeard,1593,1300,62397,U.S.,MotherJones,0.000326797,0.000576565,0.520155866,1327.0387,683.234795
278,David Nakamura,DavidNakamura,1328,1143,77073,"Washington, D.C.",WashingtonPost,0.000265664,0.000224876,0.511248496,1172.364813,680.6428975
279,Max Boot,MaxBoot,1276,1092,333558,New York,WashingtonPost,0.000265685,0.000332462,0.512756531,1213.415112,679.7170768
280,Lois Beckett,loisbeckett,1895,1274,43984,United States,Guardian,0.000397477,0.001231922,0.529145205,1292.678539,679.0728208
281,Dana Perino,DanaPerino,1679,968,2008043,"New York, NY",Fox,0.000357101,0.00115096,0.52461203,1615.928541,677.7799987
282,Jane Coaston,janecoaston,1117,1089,135242,"Washington, DC",NYTimes,0.000233075,0.000256403,0.506467553,1138.092846,676.7701584
283,Audie Cornish,AudieCornish,1393,1262,238307,,NPR,0.000290119,0.000466011,0.51503534,1362.247811,675.7901819
284,Jim Tankersley,jimtankersley,1237,1101,42728,"Washington, D.C.",NYTimes,0.00024734,0.000181782,0.507325811,1116.681176,675.0521407
285,Ruby Cramer,rubycramer,1770,1273,59659,"Brooklyn, NY",Politico,0.0003499,0.000331806,0.524714194,1298.315302,674.6028182
286,Declan Walsh,declanwalsh,1258,1071,155237,"Nairobi, Kenya",NYTimes,0.000271689,0.000510342,0.510933419,1126.419609,673.6410683
287,Ellen Nakashima,nakashimae,1226,1135,90326,"Washington, D.C.",WashingtonPost,0.000244445,0.000148183,0.507732112,1169.173337,672.6941069
288,Christopher Mims,mims,1346,1291,104404,"Baltimore, MD",NPR,0.000290827,0.000670306,0.511879816,1335.928521,672.3358441
289,Eugene Scott,Eugene_Scott,1395,1113,112085,"Washington, DC",WashingtonPost,0.000283932,0.000376818,0.51471558,1154.583535,671.1173303
290,Clint Smith,ClintSmithIII,1297,1218,420895,,Atlantic,0.000281017,0.000590339,0.514420769,1388.88337,670.5174739
291,Jonathan Capehart,CapehartJ,1166,1059,472162,"Washington, DC",WashingtonPost,0.000239673,0.000192682,0.509869881,1225.673186,669.8094761
292,A.O. Scott,aoscott,1161,1073,145400,,NYTimes,0.000253482,0.000456521,0.507732112,1125.004733,669.5985513
293,Tim O'Brien,TimOBrien,1299,1198,197602,New York,Bloomberg,0.00026743,0.000323527,0.512780928,1276.909065,666.2702378
294,Mark Landler,MarkLandler,1273,1071,52041,London,NYTimes,0.000255595,0.000162664,0.512537071,1089.578637,664.4259878
295,Rosalind Helderman,PostRoz,1330,1118,71769,"Washington, DC",WashingtonPost,0.000261994,0.000141667,0.510376925,1144.745914,664.0406484
296,Jill Filipovic,JillFilipovic,1995,1212,162341,"Brooklyn, NY",Guardian,0.000413062,0.001021656,0.533282016,1277.585764,663.8256576
297,David Gregory,davidgregory,1111,1028,1631019,"Washington, DC ",CNN,0.00023931,0.000352155,0.507397464,1586.895844,663.3957599
298,Rachael Bade,rachaelmbade,1421,1200,132200,"Capitol Hill, Washington, D.C.",LATimes,0.00028036,0.000183849,0.514150822,1252.88,662.1038908
299,Cecilia Kang,ceciliakang,1334,1066,47044,Washington DC,NYTimes,0.000271294,0.00029122,0.511928444,1082.716301,659.9933956
300,Adam Liptak,adamliptak,1116,1077,88906,,NYTimes,0.000224976,0.000159581,0.503110332,1108.917254,659.8545332
301,Jeff Mason,jeffmason1,1434,1240,156567,Washington DC,AOL,0.000292536,0.000382283,0.517632656,1304.71436,658.6136265
302,Jennifer Rubin,JRubinBlogger,1245,1160,643533,Washington DC,MSNBC,0.000261874,0.000375379,0.511904129,1408.83276,657.4980483
303,Kevin Merida,meridak,1438,1211,18606,"Washington, D.C.",LATimes,0.000298054,0.00047481,0.514617272,1218.510622,656.3907675
304,Amanda Terkel,aterkel,1605,1236,108466,"Washington, DC",HuffPost,0.000321834,0.000354532,0.521515026,1280.687992,656.2453018
305,Erica L. Green,EricaLG,1651,1043,39402,Home: BaltCo/ Work: DC,NYTimes,0.000330428,0.00039251,0.520759061,1056.698762,656.0622934
306,Katharine Viner,KathViner,1318,1251,113648,,Guardian,0.000334115,0.001550762,0.514371667,1298.391216,655.6673048
307,Don Lemon,donlemon,1130,1035,1416607,NYC,CNN,0.00026289,0.000859487,0.511078791,1523.729415,653.856168
308,Jia Lynn Yang,jialynnyang,1258,1069,17790,"New York, NY",NYTimes,0.000252062,0.000178379,0.50754083,1075.33917,653.0038093
309,Ari Shapiro,arishapiro,1332,1225,232306,"Washington, DC",Mic,0.000276797,0.000449588,0.512951765,1319.858283,652.6947741
310,Louisa Loveluck,leloveluck,1367,1087,98231,Baghdad/London,WashingtonPost,0.000297632,0.000689728,0.513660735,1122.592366,652.6139822
311,David Gura,davidgura,1804,1215,115085,"Brooklyn, NY",NPR,0.000361352,0.00047869,0.526920384,1261.609425,652.4879946
312,Carl Hulse,hillhulse,1164,1069,45138,"Washington, D.C.",NYTimes,0.000229173,9.68E-05,0.504523431,1085.084174,652.0715629
313,Ishaan Tharoor,ishaantharoor,1196,1098,94838,DC,WashingtonPost,0.000252765,0.000376296,0.50751693,1132.710708,650.9709839
314,Peter Alexander,PeterAlexander,1234,1171,501742,"Washington, DC",NBC,0.000260106,0.000368661,0.511904129,1366.846627,649.5670837
315,Jacob Soboroff,jacobsoboroff,1821,1178,255519,"Los Angeles, CA",NBC,0.000378674,0.000954,0.527720195,1278.333794,648.1284744
316,Alex Thompson,AlexThomp,1630,1231,51032,"Washington, DC",Politico,0.000327972,0.000455837,0.521439331,1251.940131,647.3513203
317,Amy Gardner,AmyEGardner,1262,1079,127471,"Washington, DC",WashingtonPost,0.000252775,0.000182566,0.510304429,1124.84707,646.6639293
318,Janine Gibson,janinegibson,1406,1238,59876,,FinancialTimes,0.000324351,0.000883353,0.517036677,1262.708829,646.4790916
319,John Eligon,jeligon,1087,1064,23895,Johannesburg,NYTimes,0.000224546,0.000213931,0.504145829,1072.47476,646.2569034
320,Jazmine Hughes,jazzedloon,1100,1065,43476,jazmine.hughes@nytimes.com,NYTimes,0.000235518,0.000263588,0.501565038,1080.43398,645.6448054
321,Adam Nagourney,adamnagourney,1148,1055,27678,"Los Angeles, CA",NYTimes,0.000229983,0.000133319,0.505043558,1064.73343,642.3346281
322,Katrina Vanden Heuvel,KatrinaNation,1567,1196,182729,New York,TheNation,0.000336801,0.001157034,0.520155866,1268.847961,641.0525629
323,Carl Quintanilla,carlquintanilla,1543,1163,340634,Greatest City in the World ,CNBC,0.000329463,0.00090904,0.520331653,1295.052447,639.5012465
324,Andrew Sullivan,sullydish,1217,1200,254133,"Washington, DC",substack,0.00026457,0.00056326,0.510957642,1301.6532,639.1194101
325,Stephanie Ruhle,SRuhle,1261,1107,718655,New York City,NBC,0.000264468,0.000345968,0.51336713,1372.183695,636.3657091
326,Jennifer Senior,JenSeniorNY,1046,1045,37508,New York,NYTimes,0.000220907,0.000440081,0.504169413,1058.065287,636.1807146
327,Tressie Mcmillan Cottom,tressiemcphd,1055,1019,203493,"Chapel Hill, NC",NYTimes,0.000232181,0.00040236,0.502992931,1088.119789,635.9198152
328,Adrienne Lafrance,AdrienneLaF,1409,1220,48834,Pale Blue Dot,Atlantic,0.000291944,0.000402331,0.516194719,1239.85916,634.8831539
329,Paul Farhi,farhip,1203,1076,30470,"Washington, DC",WashingtonPost,0.000245738,0.000224674,0.510352758,1086.928573,634.7175236
330,Donie O'Sullivan,donie,1806,1141,286110,New York City,CNN,0.000383856,0.001461053,0.530656304,1249.81717,634.3511015
331,Jesse Eisinger,eisingerj,1453,1213,45201,New York,Mic,0.000297187,0.000414061,0.514764748,1231.276271,629.1136293
332,Daniel Drezner,dandrezner,1153,1050,150525,"Really, where am I not?",WashingtonPost,0.000236217,0.000182045,0.507899601,1102.68375,628.6746502
333,Doreen St. FÃ©lix,dstfelix,1103,1092,86526,crooklyn little chocolate baby,NewYorker,0.00024229,0.000348305,0.503204292,1123.495464,627.1013398
334,Matt Apuzzo,mattapuzzo,1142,1026,32828,,NYTimes,0.00023038,0.000175999,0.506467553,1037.227176,626.9745715
335,Eli Stokols,EliStokols,1344,1147,98833,"Washington, DC",LATimes,0.000268324,0.000218145,0.511491127,1184.78715,626.1614297
336,Peter Beinart,PeterBeinart,1136,1007,116489,"New York, NY",NYTimes,0.000236947,0.000249496,0.508091153,1046.101474,625.8976172
337,Michael Crowley,michaelcrowley,1209,1016,50317,Washington,NYTimes,0.000241447,0.00014208,0.508570665,1033.040691,625.249192
338,Nicole Perlroth,nicoleperlroth,1525,989,81432,San Francisco lifer,NYTimes,0.000315999,0.00063547,0.519428866,1015.845416,624.8247486
339,Jacqueline Alemany,JaxAlemany,1417,1041,71903,"Washington, DC",WashingtonPost,0.000281249,0.000210023,0.515355498,1065.950341,624.3513543
340,Sabrina Siddiqui,SabrinaSiddiqui,1324,1198,85850,"Washington, D.C.",Guardian,0.000267936,0.000287797,0.513171581,1232.282767,623.5760248
341,Elizabeth Spiers,espiers,1985,1152,74654,"Anarchist Jurisdiction, NY",Slate,0.000412207,0.001140382,0.534260127,1180.667136,623.1255202
342,Marina Hyde,MarinaHyde,1259,1124,461499,,Guardian,0.000349355,0.00215912,0.513685217,1296.908292,621.7924007
343,Josh Lederman,JoshNBCNews,1651,1177,74984,"Washington, D.C.",NBC,0.00032884,0.000357829,0.521061184,1206.418723,620.9534908
344,John Heilemann,jheil,1372,1121,421466,,NBC,0.0002827,0.000341896,0.517334495,1278.487795,620.6689034
345,Will Sommer,willsommer,1552,1156,160329,"Washington, DC",DailyBeast,0.000318832,0.000570616,0.519529021,1217.780108,616.6238278
346,Katherine Miller,katherinemiller,1374,1184,57701,New York,Buzzfeed,0.000277161,0.000250213,0.514838518,1206.772661,615.4309269
347,Amy Davidson Sorkin,tnyCloseRead,1152,1066,56663,New York City,NewYorker,0.000240684,0.000259105,0.508282849,1086.134253,615.3147728
348,Lulu Garcia-Navarro,lourdesgnavarro,1393,1167,122117,,NPR,0.000287644,0.000442305,0.51503534,1214.503513,613.2792358
349,Sarah Jeong,sarahjeong,1065,993,117594,"Portland, OR",NYTimes,0.000230636,0.000326521,0.504358161,1031.923614,612.7720501
